author,story,annotator_1,annotator_2,sentence,VADER_neg,VADER_neu,VADER_pos,VADER_compound,TextBlob_polarity,TextBlob_subjectivity,AFINN
Grimms,106_the_poor_millers_boy_and_the_cat,N:N,N:N,"He, however, had to serve the cat, and chop some wood every day, and to do that, he had an axe of silver, and the wedge and saw were of silver and the mallet of copper.",0.038,0.962,0.0,-0.1027,0.0,0.0,-1.0
Grimms,106_the_poor_millers_boy_and_the_cat,N:N,N:N,"So he chopped the wood small; stayed there in the house and had good meat and drink, but never saw anyone but the tabby-cat and her servants.",0.0,0.93,0.07,0.2382,0.22499999999999998,0.5,3.0
Grimms,106_the_poor_millers_boy_and_the_cat,N:N,N:N,"Once she said to him, ""Go and mow my meadow, and dry the grass,"" and gave him a scythe of silver, and a whetstone of gold, but bade him deliver them up again carefully.",0.0,0.947,0.053,0.1901,-0.08333333333333333,0.8,4.0
Grimms,106_the_poor_millers_boy_and_the_cat,N:N,N:N,"So Hans went thither, and did what he was bidden, and when he had finished the work, he carried the scythe, whetstone, and hay to the house, and asked if it was not yet time for her to give him his reward.",0.0,0.917,0.083,0.5719,0.0,0.0,2.0
Grimms,106_the_poor_millers_boy_and_the_cat,N:N,N:N,"No, said the cat, ""you must first do something more for me of the same kind.",0.112,0.714,0.173,0.296,0.3375,0.46458333333333335,1.0
Grimms,106_the_poor_millers_boy_and_the_cat,N:N,N:N,"There is timber of silver, carpenter""s axe, square, and everything that is needful, all of silver, with these build me a small house.""",0.062,0.938,0.0,-0.1027,-0.25,0.4,-1.0
Grimms,106_the_poor_millers_boy_and_the_cat,N:N,N:S,"Then Hans built the small house, and said that he had now done everything, and still he had no horse.",0.104,0.896,0.0,-0.296,-0.25,0.4,-1.0
Grimms,106_the_poor_millers_boy_and_the_cat,N:N,N:N,Nevertheless the seven years had gone by with him as if they were six months.,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Grimms,106_the_poor_millers_boy_and_the_cat,N:N,N:N,The cat asked him if he would like to see her horses?,0.0,0.815,0.185,0.3612,0.0,0.0,2.0
Grimms,106_the_poor_millers_boy_and_the_cat,H:N,H:N,"Yes, said Hans.",0.0,0.426,0.574,0.4019,0.0,0.0,1.0
Grimms,106_the_poor_millers_boy_and_the_cat,H:H,H:H,"Then she opened the door of the small house, and when she had opened it, there stood twelve horses, such horses, so bright and shining, that his heart rejoiced at the sight of them.",0.0,0.826,0.174,0.7745,0.15000000000000002,0.5666666666666667,5.0
Grimms,106_the_poor_millers_boy_and_the_cat,N:N,N:H,"And now she gave him to eat and drink, and said, ""Go home, I will not give thee thy horse away with thee; but in three days"" time I will follow thee and bring it.""",0.0,1.0,0.0,0.0,0.0,0.0,0.0
Grimms,106_the_poor_millers_boy_and_the_cat,N:N,N:N,"So Hans set out, and she showed him the way to the mill.",0.0,1.0,0.0,0.0,0.0,0.0,0.0
Grimms,106_the_poor_millers_boy_and_the_cat,N:N,N:S,"She had, however, never once given him a new coat, and he had been obliged to keep on his dirty old smock-frock, which he had brought with him, and which during the seven years had everywhere become too small for him.",0.069,0.931,0.0,-0.4404,-0.1534090909090909,0.4636363636363636,-2.0
Grimms,106_the_poor_millers_boy_and_the_cat,N:N,N:S,"When he reached home, the two other apprentices were there again as well, and each of them certainly had brought a horse with him, but one of them was a blind one, and the other lame.",0.178,0.713,0.109,-0.7003,-0.20714285714285713,0.5476190476190477,-2.0
Grimms,106_the_poor_millers_boy_and_the_cat,N:N,N:N,They asked Hans where his horse was.,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Grimms,106_the_poor_millers_boy_and_the_cat,N:N,N:N,"It will follow me in three days time.""",0.0,1.0,0.0,0.0,0.0,0.0,0.0
Grimms,106_the_poor_millers_boy_and_the_cat,D:D,D:D,"Then they laughed and said, ""Indeed, stupid Hans, where wilt thou get a horse?""",0.195,0.632,0.172,-0.1027,-0.04999999999999999,0.6,-1.0
Grimms,106_the_poor_millers_boy_and_the_cat,A:N,A:A,It will be a fine one!,0.0,0.657,0.343,0.2714,0.5208333333333334,0.5,2.0
Grimms,106_the_poor_millers_boy_and_the_cat,D:D,D:D,"Hans went into the parlour, but the miller said he should not sit down to table, for he was so ragged and torn, that they would all be ashamed of him if any one came in.",0.172,0.828,0.0,-0.7932,-0.15555555555555559,0.2888888888888889,-4.0
Grimms,106_the_poor_millers_boy_and_the_cat,N:N,N:S,"So they gave him a mouthful of food outside, and at night, when they went to rest, the two others would not let him have a bed, and at last he was forced to creep into the goose-house, and lie down on a little hard straw.",0.091,0.909,0.0,-0.4779,-0.15578703703703703,0.274537037037037,-2.0
Grimms,106_the_poor_millers_boy_and_the_cat,H:H,H:H,"In the morning when he awoke, the three days had passed, and a coach came with six horses and they shone so bright that it was delightful to see them! and a servant brought a seventh as well, which was for the poor miller""s boy.",0.061,0.745,0.195,0.7804,0.4333333333333334,0.7999999999999999,2.0
Grimms,106_the_poor_millers_boy_and_the_cat,Su+:N,+:+,"And a magnificent princess alighted from the coach and went into the mill, and this princess was the little tabby-cat whom poor Hans had served for seven years.",0.089,0.788,0.123,0.2648,0.13749999999999998,0.7000000000000001,1.0
Grimms,106_the_poor_millers_boy_and_the_cat,N:N,N:+,"She asked the miller where the miller""s boy and drudge was?",0.0,1.0,0.0,0.0,0.0,0.0,0.0
Grimms,106_the_poor_millers_boy_and_the_cat,N:N,N:N,"Then the miller said, ""We cannot have him here in the mill, for he is so ragged; he is lying in the goose-house.""",0.134,0.866,0.0,-0.5267,0.0,0.0,0.0
Grimms,106_the_poor_millers_boy_and_the_cat,N:N,N:N,"Then the King""s daughter said that they were to bring him immediately.",0.0,1.0,0.0,0.0,0.0,0.0,0.0
Grimms,106_the_poor_millers_boy_and_the_cat,N:N,N:N,"So they brought him out, and he had to hold his little smock-frock together to cover himself.",0.0,1.0,0.0,0.0,-0.1875,0.5,0.0
Grimms,106_the_poor_millers_boy_and_the_cat,N:N,H:H,"The servants unpacked splendid garments, and washed him and dressed him, and when that was done, no King could have looked more handsome.",0.075,0.678,0.247,0.7264,0.6111111111111112,0.8333333333333334,5.0
Grimms,106_the_poor_millers_boy_and_the_cat,N:N,N:H,"Then the maiden desired to see the horses which the other apprentices had brought home with them, and one of them was blind and the other lame.",0.174,0.759,0.066,-0.5267,-0.3125,0.5416666666666666,-1.0
Grimms,106_the_poor_millers_boy_and_the_cat,Su+:Su+,+:+,"So she ordered the servant to bring the seventh horse, and when the miller saw it, he said that such a horse as that had never yet entered his yard.",0.0,1.0,0.0,0.0,0.0,0.5,0.0
Grimms,106_the_poor_millers_boy_and_the_cat,N:N,H:H,"And that is for the third millers boy,"" said she.",0.0,1.0,0.0,0.0,0.0,0.0,0.0
Grimms,106_the_poor_millers_boy_and_the_cat,N:N,N:H,"Then he must have the mill, said the miller, but the King""s daughter said that the horse was there, and that he was to keep his mill as well, and took her faithful Hans and set him in the coach, and drove away with him.",0.0,0.869,0.131,0.7579,0.0,0.0,3.0
Grimms,106_the_poor_millers_boy_and_the_cat,H:N,H:H,"They first drove to the little house which he had built with the silver tools, and behold it was a great castle, and everything inside it was of silver and gold; and then she married him, and he was rich, so rich that he had enough for all the rest of his life.",0.0,0.813,0.187,0.9062,0.26607142857142857,0.5476190476190476,9.0
Grimms,106_the_poor_millers_boy_and_the_cat,N:N,H:H,"After this, let no one ever say that anyone who is silly can never become a person of importance.",0.106,0.721,0.173,0.1027,-0.5,0.875,0.0
Grimms,114_the_cunning_little_tailor,N:H,N:H,There was once on a time a princess who was extremely proud.,0.0,0.726,0.274,0.5256,0.8,1.0,2.0
Grimms,114_the_cunning_little_tailor,N:D,N:D,"If a wooer came she gave him some riddle to guess, and if he could not find it out, he was sent contemptuously away.",0.134,0.866,0.0,-0.5267,0.0,0.0,-2.0
Grimms,114_the_cunning_little_tailor,N:N,N:N,"She let it be made known also that whosoever solved her riddle should marry her, let him be who he might.",0.0,0.905,0.095,0.2732,0.0,0.0,1.0
Grimms,114_the_cunning_little_tailor,N:N,N:N,"At length, therefore, three tailors fell in with each other, the two eldest of whom thought they had done so many dexterous bits of work successfully that they could not fail to succeed in this also; the third was a little useless land-louper, who did not even know his trade, but thought he must have some luck in this venture, for where else was it to come from?",0.048,0.842,0.109,0.666,0.09821428571428571,0.4035714285714286,5.0
Grimms,114_the_cunning_little_tailor,D:N,D:D,"Then the two others said to him, ""Just stay at home; thou canst not do much with thy little bit of understanding.""",0.0,1.0,0.0,0.0,0.0062500000000000056,0.35,0.0
Grimms,114_the_cunning_little_tailor,N:H,N:H,"The little tailor, however, did not let himself be discouraged, and said he had set his head to work about this for once, and he would manage well enough, and he went forth as if the whole world were his.",0.063,0.888,0.049,-0.1531,0.00416666666666667,0.4666666666666666,-2.0
Grimms,114_the_cunning_little_tailor,N:N,N:N,"They all three announced themselves to the princess, and said she was to propound her riddle to them, and that the right persons were now come, who had understandings so fine that they could be threaded in a needle.",0.0,0.94,0.06,0.3327,0.35119047619047616,0.5178571428571428,2.0
Grimms,114_the_cunning_little_tailor,N:N,N:N,"Then said the princess, ""I have two kinds of hair on my head, of what color is it?""",0.0,1.0,0.0,0.0,0.0,0.0,0.0
Grimms,114_the_cunning_little_tailor,N:N,N:N,"If that be all, said the first, ""it must be black and white, like the cloth which is called pepper and salt.""",0.0,0.894,0.106,0.3612,0.02777777777777778,0.25555555555555554,2.0
Grimms,114_the_cunning_little_tailor,N:N,N:N,"The princess said, ""Wrongly guessed; let the second answer.""",0.0,1.0,0.0,0.0,-0.25,0.45,-2.0
Grimms,114_the_cunning_little_tailor,N:N,N:N,"Then said the second, ""If it be not black and white, then it is brown and red, like my father""s company coat.""",0.0,0.894,0.106,0.3612,0.020833333333333332,0.10833333333333334,2.0
Grimms,114_the_cunning_little_tailor,N:N,N:N,"Wrongly guessed, said the princess, ""let the third give the answer, for I see very well he knows it for certain.""",0.0,0.888,0.112,0.3384,-0.02142857142857143,0.44285714285714284,-1.0
Grimms,114_the_cunning_little_tailor,N:H,N:H,"Then the little tailor stepped boldly forth and said, ""The princess has a silver and a golden hair on her head, and those are the two different colors.""",0.0,0.918,0.082,0.3041,0.11145833333333333,0.5666666666666667,2.0
Grimms,114_the_cunning_little_tailor,Su-:F,-:F,"When the princess heard that, she turned pale and nearly fell down with terror, for the little tailor had guessed her riddle, and she had firmly believed that no man on earth could discover it.",0.145,0.855,0.0,-0.6808,-0.1306111111111111,0.35377777777777786,-4.0
Grimms,114_the_cunning_little_tailor,N:N,N:N,"When her courage returned she said, ""Thou hast not won me yet by that; there is still something else that thou must do.",0.11,0.772,0.118,0.0521,0.0,0.0,5.0
Grimms,114_the_cunning_little_tailor,N:N,N:N,"Below, in the stable is a bear with which thou shalt pass the night, and when I get up in the morning if thou art still alive, thou shalt marry me.""",0.0,0.849,0.151,0.5859,0.1,0.4,3.0
Grimms,114_the_cunning_little_tailor,N:N,N:S,"She expected, however, she should thus get rid of the tailor, for the bear had never yet left any one alive who had fallen into his clutches.",0.083,0.831,0.086,0.0258,0.0,0.26666666666666666,-1.0
Grimms,114_the_cunning_little_tailor,H:H,H:H,"The little tailor did not let himself be frightened away, but was quite delighted, and said, ""Boldly ventured is half won.""",0.069,0.641,0.29,0.8014,0.16979166666666665,0.5083333333333333,6.0
Grimms,114_the_cunning_little_tailor,N:N,N:N,"When therefore the evening came, our little tailor was taken down to the bear.",0.0,1.0,0.0,0.0,-0.17152777777777778,0.3944444444444445,0.0
Grimms,114_the_cunning_little_tailor,N:A,N:A,"The bear was about to set at the little fellow at once, and give him a hearty welcome with his paws: ""Softly, softly,"" said the little tailor, ""I will soon make thee quiet.""",0.0,0.912,0.088,0.4588,0.10500000000000001,0.5166666666666667,2.0
Grimms,114_the_cunning_little_tailor,H:H,N:H,"Then quite composedly, and as if he had not an anxiety in the world, he took some nuts out of his pocket, cracked them, and ate the kernels.",0.077,0.872,0.051,-0.1979,0.0,0.0,-5.0
Grimms,114_the_cunning_little_tailor,H:Sa,H:S,"When the bear saw that, he was seized with a desire to have some nuts too.",0.128,0.722,0.15,0.1027,0.0,0.0,-2.0
Grimms,114_the_cunning_little_tailor,N:N,N:N,"The tailor felt in his pockets, and reached him a handful; they were, however, not nuts, but pebbles.",0.0,0.848,0.152,0.1732,0.0,0.0,-2.0
Grimms,114_the_cunning_little_tailor,A:N,A:N,"The bear put them in his mouth, but could get nothing out of them, let him bite as he would.",0.0,1.0,0.0,0.0,0.0,0.0,0.0
Grimms,114_the_cunning_little_tailor,D:D,D:D,"Eh! thought he, ""what a stupid blockhead I am!",0.399,0.601,0.0,-0.6103,-0.9999999999999999,1.0,-2.0
Grimms,114_the_cunning_little_tailor,D:N,D:D,"I cannot even crack a nut!"" and then he said to the tailor, ""Here, crack me the nuts.""",0.0,1.0,0.0,0.0,0.0,0.0,-3.0
Grimms,114_the_cunning_little_tailor,N:N,N:D,"There, see what a stupid fellow thou art! said the little tailor, ""to have such a great mouth, and not be able to crack a small nut!""",0.113,0.731,0.156,0.3147,-0.033333333333333326,0.6291666666666667,1.0
Grimms,114_the_cunning_little_tailor,N:N,H:N,"Then he took the pebble and nimbly put a nut in his mouth in the place of it, and crack, it was in two!",0.0,1.0,0.0,0.0,0.0,0.0,0.0
Grimms,114_the_cunning_little_tailor,N:N,N:N,"I must try the thing again, said the bear; ""when I watch you, I then think I ought to be able to do it too.""",0.0,1.0,0.0,0.0,0.5,0.625,0.0
Grimms,114_the_cunning_little_tailor,N:N,N:N,"So the tailor once more gave him a pebble, and the bear tried and tried to bite into it with all the strength of his body.",0.0,0.882,0.118,0.4939,0.5,0.5,2.0
Grimms,114_the_cunning_little_tailor,N:N,N:N,But no one will imagine that he accomplished it.,0.205,0.513,0.282,0.2617,0.2,0.5,1.0
Grimms,114_the_cunning_little_tailor,N:N,N:N,"When that was over, the tailor took out a violin from beneath his coat, and played a piece of it to himself.",0.0,0.888,0.112,0.34,0.0,0.0,0.0
Grimms,114_the_cunning_little_tailor,H:H,H:H,"When the bear heard the music, he could not help beginning to dance, and when he had danced a while, the thing pleased him so well that he said to the little tailor, ""Hark you, is the fiddle heavy?""",0.053,0.823,0.124,0.4651,0.0375,0.6666666666666666,5.0
Grimms,114_the_cunning_little_tailor,N:N,N:N,"Light enough for a child.
34:34	N:N	H:H	Look, with the left hand I lay my fingers on it, and with the right I stroke it with the bow, and then it goes merrily, hop sa sa vivallalera!",0.0,0.827,0.173,0.784,0.18928571428571428,0.43392857142857144,0.0
Grimms,114_the_cunning_little_tailor,H:N,H:N,"So, said the bear; ""fiddling is a thing I should like to understand too, that I might dance whenever I had a fancy.",0.0,0.872,0.128,0.3612,0.0,0.0,2.0
Grimms,114_the_cunning_little_tailor,N:N,N:N,What dost thou think of that?,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Grimms,114_the_cunning_little_tailor,N:N,N:N,Wilt thou give me lessons?,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Grimms,114_the_cunning_little_tailor,H:N,H:N,"With all my heart, said the tailor, ""if thou hast a talent for it.",0.0,0.811,0.189,0.4215,0.0,0.0,2.0
Grimms,114_the_cunning_little_tailor,N:N,N:N,"But just let me see thy claws, they are terribly long, I must cut thy nails a little.""",0.35,0.65,0.0,-0.8201,-0.11875,0.45,-4.0
Grimms,114_the_cunning_little_tailor,A:A,A:A,"Then a vise was brought, and the bear put his claws in it, and the little tailor screwed it tight, and said, ""Now wait until I come with the scissors,"" and he let the bear growl as he liked, and lay down in the corner on a bundle of straw, and fell asleep.",0.054,0.893,0.052,-0.0314,0.019593253968253947,0.4686507936507937,0.0
Grimms,114_the_cunning_little_tailor,N:N,N:N,"When the princess heard the bear growling so fiercely during the night, she believed nothing else but that he was growling for joy, and had made an end of the tailor.",0.0,0.852,0.148,0.7351,0.8,0.2,3.0
Grimms,114_the_cunning_little_tailor,Su-:H,-:H,"In the morning she arose careless and happy, but when she peeped into the stable, the tailor stood gaily before her, and was as healthy as a fish in water.",0.049,0.705,0.245,0.7876,0.3041666666666667,0.7458333333333333,5.0
Grimms,114_the_cunning_little_tailor,N:N,N:H,"Now she could not say another word against the wedding because she had given a promise before every one, and the King ordered a carriage to be brought in which she was to drive to church with the tailor, and there she was to be married.",0.0,0.949,0.051,0.3182,0.25,0.25,1.0
Grimms,114_the_cunning_little_tailor,N:A,N:A,"When they had got into the carriage, the two other tailors, who had false hearts and envied him his good fortune, went into the stable and unscrewed the bear again.",0.061,0.789,0.149,0.4588,0.05833333333333327,0.525,6.0
Grimms,114_the_cunning_little_tailor,A:A,A:A,The bear in great fury ran after the carriage.,0.25,0.473,0.277,0.1027,0.8,0.75,3.0
Grimms,114_the_cunning_little_tailor,F:F,F:F,"The princess heard him snorting and growling; she was terrified, and she cried, ""Ah, the bear is behind us and wants to get thee!""",0.239,0.761,0.0,-0.784,-0.07500000000000001,0.39999999999999997,-5.0
Grimms,114_the_cunning_little_tailor,N:N,N:N,"The tailor was quick and stood on his head, stuck his legs out of the window, and cried, ""Dost thou see the vise?",0.18,0.82,0.0,-0.5574,0.3333333333333333,0.5,-4.0
Grimms,114_the_cunning_little_tailor,N:N,N:N,"If thou dost not be off thou shalt be put into it again.""",0.0,1.0,0.0,0.0,0.0,0.0,0.0
Grimms,114_the_cunning_little_tailor,F:N,F:F,"When the bear saw that, he turned round and ran away.",0.0,1.0,0.0,0.0,-0.2,0.4,0.0
Grimms,114_the_cunning_little_tailor,H:H,H:H,"The tailor drove quietly to church, and the princess was married to him at once, and he lived with her as happy as a woodlark.",0.0,0.861,0.139,0.5719,0.35000000000000003,0.5277777777777778,3.0
Grimms,114_the_cunning_little_tailor,N:N,N:N,"Whosoever does not believe this, must pay a thaler.",0.167,0.833,0.0,-0.1027,0.0,0.0,-1.0
Grimms,11_little_brother_and_little_sister,Sa:N,S:-,"Little brother took his little sister by the hand and said, ""Since our mother died we have had no happiness; our step-mother beats us every day, and if we come near her she kicks us away with her foot.",0.122,0.735,0.143,0.25,-0.15625,0.4,-1.0
Grimms,11_little_brother_and_little_sister,Sa:N,S:N,"Our meals are the hard crusts of bread that are left over; and the little dog under the table is better off, for she often throws it a nice bit.",0.042,0.785,0.172,0.6486,0.12416666666666668,0.5083333333333333,4.0
Grimms,11_little_brother_and_little_sister,Sa:N,S:N,May Heaven pity us.,0.293,0.267,0.44,0.2732,-0.1,0.2,0.0
Grimms,11_little_brother_and_little_sister,Sa:N,S:N,If our mother only knew!,0.0,1.0,0.0,0.0,0.0,1.0,0.0
Grimms,11_little_brother_and_little_sister,N:N,S:N,"Come, we will go forth together into the wide world.""",0.0,1.0,0.0,0.0,-0.1,0.4,0.0
Grimms,11_little_brother_and_little_sister,Sa:Sa,S:S,"They walked the whole day over meadows, fields, and stony places; and when it rained the little sister said, ""Heaven and our hearts are weeping together.""",0.097,0.802,0.101,0.0352,0.0062500000000000056,0.45,0.0
Grimms,11_little_brother_and_little_sister,Sa:Sa,S:S,"In the evening they came to a large forest, and they were so weary with sorrow and hunger and the long walk, that they lay down in a hollow tree and fell asleep.",0.231,0.769,0.0,-0.8129,-0.022817460317460334,0.2918650793650794,-7.0
Grimms,11_little_brother_and_little_sister,N:N,N:N,"The next day when they awoke, the sun was already high in the sky, and shone down hot into the tree.",0.0,1.0,0.0,0.0,0.0636111111111111,0.4197222222222222,0.0
Grimms,11_little_brother_and_little_sister,N:N,N:N,"Then the brother said, ""Sister, I am thirsty; if I knew of a little brook I would go and just take a drink; I think I hear one running.""",0.0,1.0,0.0,0.0,-0.1875,0.5,0.0
Grimms,11_little_brother_and_little_sister,N:N,N:N,"The brother got up and took the little sister by the hand, and they set off to find the brook.",0.0,0.856,0.144,0.4939,-0.1875,0.5,0.0
Grimms,11_little_brother_and_little_sister,N:N,N:-,"But the wicked step-mother was a witch, and had seen how the two children had gone away, and had crept after them privily, as witches do creep, and had bewitched all the brooks in the forest.",0.192,0.808,0.0,-0.8338,0.0,0.0,-2.0
Grimms,11_little_brother_and_little_sister,N:N,N:-,"Now when they found a little brook leaping brightly over the stones, the brother was going to drink out of it, but the sister heard how it said as it ran, ""Who drinks of me will be a tiger; who drinks of me will be a tiger.""",0.0,0.964,0.036,0.1576,0.25625000000000003,0.6499999999999999,0.0
Grimms,11_little_brother_and_little_sister,F:N,F:N,"Then the sister cried, ""Pray, dear brother, do not drink, or you will become a wild beast, and tear me to pieces.""",0.107,0.785,0.107,0.0,0.1,0.4,1.0
Grimms,11_little_brother_and_little_sister,N:N,N:N,"The brother did not drink, although he was so thirsty, but said, ""I will wait for the next spring.""",0.0,1.0,0.0,0.0,0.0,0.0,0.0
Grimms,11_little_brother_and_little_sister,N:N,N:-,"When they came to the next brook the sister heard this also say, ""Who drinks of me will be a wolf; who drinks of me will be a wolf.""",0.0,1.0,0.0,0.0,0.0,0.0,0.0
Grimms,11_little_brother_and_little_sister,F:N,F:-,"Then the sister cried out, ""Pray, dear brother, do not drink, or you will become a wolf, and devour me.""",0.117,0.766,0.117,0.0,0.0,0.0,1.0
Grimms,11_little_brother_and_little_sister,A:N,N:-,"The brother did not drink, and said, ""I will wait until we come to the next spring, but then I must drink, say what you like; for my thirst is too great.""",0.0,0.902,0.098,0.5023,0.4,0.375,5.0
Grimms,11_little_brother_and_little_sister,N:N,N:-,"And when they came to the third brook the sister heard how it said as it ran, ""Who drinks of me will be a roebuck; who drinks of me will be a roebuck.""",0.0,1.0,0.0,0.0,0.0,0.0,0.0
Grimms,11_little_brother_and_little_sister,F:N,F:-,"The sister said, ""Oh, I pray you, dear brother, do not drink, or you will become a roebuck, and run away from me.""",0.0,0.795,0.205,0.5994,0.0,0.0,3.0
Grimms,11_little_brother_and_little_sister,N:N,-:-,"But the brother had knelt down at once by the brook, and had bent down and drunk some of the water, and as soon as the first drops touched his lips he lay there a young roebuck.",0.081,0.919,0.0,-0.4767,-0.09222222222222223,0.46222222222222226,-2.0
Grimms,11_little_brother_and_little_sister,Sa:Sa,S:S,"And now the sister wept over her poor bewitched brother, and the little roe wept also, and sat sorrowfully near to her.",0.408,0.592,0.0,-0.9081,-0.1625,0.5,-2.0
Grimms,11_little_brother_and_little_sister,N:N,S:-,"But at last the girl said, ""Be quiet, dear little roe, I will never, never leave you.""",0.063,0.754,0.183,0.4999,-0.0625,0.3,1.0
